Hourly measurement data supplied by UK-air on 12/04/2020,,,,,
All Data GMT hour ending,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,
,,Cardiff Centre,,Cardiff Newport Road,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status
01/04/2016,01:00:00,32.35759,V ugm-3,No data,null
01/04/2016,02:00:00,36.07676,V ugm-3,No data,null
01/04/2016,03:00:00,38.73912,V ugm-3,No data,null
01/04/2016,04:00:00,37.48357,V ugm-3,No data,null
01/04/2016,05:00:00,40.93515,V ugm-3,No data,null
01/04/2016,06:00:00,51.03267,V ugm-3,No data,null
01/04/2016,07:00:00,42.3241,V ugm-3,No data,null
01/04/2016,08:00:00,41.14839,V ugm-3,No data,null
01/04/2016,09:00:00,31.78479,V ugm-3,No data,null
01/04/2016,10:00:00,23.02268,V ugm-3,No data,null
01/04/2016,11:00:00,22.97008,V ugm-3,No data,null
01/04/2016,12:00:00,23.40948,V ugm-3,No data,null
01/04/2016,13:00:00,21.0112,V ugm-3,No data,null
01/04/2016,14:00:00,17.38032,V ugm-3,No data,null
01/04/2016,15:00:00,20.12141,V ugm-3,No data,null
01/04/2016,16:00:00,23.63754,V ugm-3,No data,null
01/04/2016,17:00:00,24.36525,V ugm-3,No data,null
01/04/2016,18:00:00,28.05398,V ugm-3,No data,null
01/04/2016,19:00:00,20.86012,V ugm-3,No data,null
01/04/2016,20:00:00,19.57109,V ugm-3,No data,null
01/04/2016,21:00:00,17.00021,V ugm-3,No data,null
01/04/2016,22:00:00,17.78529,V ugm-3,No data,null
01/04/2016,23:00:00,11.85702,V ugm-3,No data,null
01/04/2016,24:00:00,8.27634,V ugm-3,No data,null
02/04/2016,01:00:00,7.1961,V ugm-3,No data,null
02/04/2016,02:00:00,10.11649,V ugm-3,No data,null
02/04/2016,03:00:00,7.75662,V ugm-3,No data,null
02/04/2016,04:00:00,8.71287,V ugm-3,No data,null
02/04/2016,05:00:00,7.58832,V ugm-3,No data,null
02/04/2016,06:00:00,11.2412,V ugm-3,No data,null
02/04/2016,07:00:00,11.07194,V ugm-3,No data,null
02/04/2016,08:00:00,14.33323,V ugm-3,No data,null
02/04/2016,09:00:00,19.67054,V ugm-3,No data,null
02/04/2016,10:00:00,24.27823,V ugm-3,No data,null
02/04/2016,11:00:00,18.4255,V ugm-3,No data,null
02/04/2016,12:00:00,13.98516,V ugm-3,No data,null
02/04/2016,13:00:00,12.80849,V ugm-3,No data,null
02/04/2016,14:00:00,14.21513,V ugm-3,No data,null
02/04/2016,15:00:00,16.2945,V ugm-3,No data,null
02/04/2016,16:00:00,13.76904,V ugm-3,No data,null
02/04/2016,17:00:00,17.98276,V ugm-3,No data,null
02/04/2016,18:00:00,23.103,V ugm-3,No data,null
02/04/2016,19:00:00,31.98895,V ugm-3,No data,null
02/04/2016,20:00:00,27.82927,V ugm-3,No data,null
02/04/2016,21:00:00,17.59739,V ugm-3,No data,null
02/04/2016,22:00:00,17.26031,V ugm-3,No data,null
02/04/2016,23:00:00,13.88714,V ugm-3,No data,null
02/04/2016,24:00:00,16.19027,V ugm-3,No data,null
03/04/2016,01:00:00,12.64609,V ugm-3,No data,null
03/04/2016,02:00:00,14.37626,V ugm-3,No data,null
03/04/2016,03:00:00,15.86371,V ugm-3,No data,null
03/04/2016,04:00:00,16.42981,V ugm-3,No data,null
03/04/2016,05:00:00,14.84626,V ugm-3,No data,null
03/04/2016,06:00:00,12.98588,V ugm-3,No data,null
03/04/2016,07:00:00,13.09537,V ugm-3,No data,null
03/04/2016,08:00:00,18.11329,V ugm-3,No data,null
03/04/2016,09:00:00,18.61628,V ugm-3,No data,null
03/04/2016,10:00:00,15.51707,V ugm-3,No data,null
03/04/2016,11:00:00,13.88236,V ugm-3,No data,null
03/04/2016,12:00:00,16.36431,V ugm-3,No data,null
03/04/2016,13:00:00,21.67006,V ugm-3,No data,null
03/04/2016,14:00:00,19.75613,V ugm-3,No data,null
03/04/2016,15:00:00,20.03439,V ugm-3,No data,null
03/04/2016,16:00:00,16.65023,V ugm-3,No data,null
03/04/2016,17:00:00,23.48311,V ugm-3,No data,null
03/04/2016,18:00:00,16.8802,V ugm-3,No data,null
03/04/2016,19:00:00,22.97917,V ugm-3,No data,null
03/04/2016,20:00:00,42.56603,V ugm-3,No data,null
03/04/2016,21:00:00,32.294,V ugm-3,No data,null
03/04/2016,22:00:00,19.70401,V ugm-3,No data,null
03/04/2016,23:00:00,16.76737,V ugm-3,No data,null
03/04/2016,24:00:00,15.80586,V ugm-3,No data,null
04/04/2016,01:00:00,20.95399,V ugm-3,No data,null
04/04/2016,02:00:00,11.95121,V ugm-3,No data,null
04/04/2016,03:00:00,14.46806,V ugm-3,No data,null
04/04/2016,04:00:00,12.76642,V ugm-3,No data,null
04/04/2016,05:00:00,12.08604,V ugm-3,No data,null
04/04/2016,06:00:00,24.67938,V ugm-3,No data,null
04/04/2016,07:00:00,38.35184,V ugm-3,No data,null
04/04/2016,08:00:00,40.26864,V ugm-3,No data,null
04/04/2016,09:00:00,29.26555,V ugm-3,No data,null
04/04/2016,10:00:00,19.56918,V ugm-3,No data,null
04/04/2016,11:00:00,19.05424,V ugm-3,No data,null
04/04/2016,12:00:00,13.95264,V ugm-3,No data,null
04/04/2016,13:00:00,27.17615,V ugm-3,No data,null
04/04/2016,14:00:00,21.78098,V ugm-3,No data,null
04/04/2016,15:00:00,15.82307,V ugm-3,No data,null
04/04/2016,16:00:00,20.76258,V ugm-3,No data,null
04/04/2016,17:00:00,24.22516,V ugm-3,No data,null
04/04/2016,18:00:00,29.33345,V ugm-3,No data,null
04/04/2016,19:00:00,27.63563,V ugm-3,No data,null
04/04/2016,20:00:00,45.1044,V ugm-3,No data,null
04/04/2016,21:00:00,42.2017,V ugm-3,No data,null
04/04/2016,22:00:00,32.4556,V ugm-3,No data,null
04/04/2016,23:00:00,35.51847,V ugm-3,No data,null
04/04/2016,24:00:00,27.23639,V ugm-3,No data,null
05/04/2016,01:00:00,26.08331,V ugm-3,No data,null
05/04/2016,02:00:00,32.16379,V ugm-3,No data,null
05/04/2016,03:00:00,25.42191,V ugm-3,No data,null
05/04/2016,04:00:00,28.10275,V ugm-3,No data,null
05/04/2016,05:00:00,31.82209,V ugm-3,No data,null
05/04/2016,06:00:00,32.78981,V ugm-3,No data,null
05/04/2016,07:00:00,45.03316,V ugm-3,No data,null
05/04/2016,08:00:00,61.06804,V ugm-3,No data,null
05/04/2016,09:00:00,39.50173,V ugm-3,No data,null
05/04/2016,10:00:00,23.03272,V ugm-3,No data,null
05/04/2016,11:00:00,19.09775,V ugm-3,No data,null
05/04/2016,12:00:00,20.46566,V ugm-3,No data,null
05/04/2016,13:00:00,16.41786,V ugm-3,No data,null
05/04/2016,14:00:00,18.29928,V ugm-3,No data,null
05/04/2016,15:00:00,15.56536,V ugm-3,No data,null
05/04/2016,16:00:00,17.33203,V ugm-3,No data,null
05/04/2016,17:00:00,15.68107,V ugm-3,No data,null
05/04/2016,18:00:00,21.72122,V ugm-3,No data,null
05/04/2016,19:00:00,14.88451,V ugm-3,No data,null
05/04/2016,20:00:00,17.1097,V ugm-3,No data,null
05/04/2016,21:00:00,21.33059,V ugm-3,No data,null
05/04/2016,22:00:00,22.35713,V ugm-3,No data,null
05/04/2016,23:00:00,15.56918,V ugm-3,No data,null
05/04/2016,24:00:00,12.83335,V ugm-3,No data,null
06/04/2016,01:00:00,7.33635,V ugm-3,No data,null
06/04/2016,02:00:00,13.98611,V ugm-3,No data,null
06/04/2016,03:00:00,27.05662,V ugm-3,No data,null
06/04/2016,04:00:00,14.95766,V ugm-3,No data,null
06/04/2016,05:00:00,10.7755,V ugm-3,No data,null
06/04/2016,06:00:00,13.24024,V ugm-3,No data,null
06/04/2016,07:00:00,24.01478,V ugm-3,No data,null
06/04/2016,08:00:00,33.92584,V ugm-3,No data,null
06/04/2016,09:00:00,20.45753,V ugm-3,No data,null
06/04/2016,10:00:00,13.98181,V ugm-3,No data,null
06/04/2016,11:00:00,14.49723,V ugm-3,No data,null
06/04/2016,12:00:00,13.98038,V ugm-3,No data,null
06/04/2016,13:00:00,11.17139,V ugm-3,No data,null
06/04/2016,14:00:00,11.34399,V ugm-3,No data,null
06/04/2016,15:00:00,10.8281,V ugm-3,No data,null
06/04/2016,16:00:00,12.83335,V ugm-3,No data,null
06/04/2016,17:00:00,16.15584,V ugm-3,No data,null
06/04/2016,18:00:00,13.1231,V ugm-3,No data,null
06/04/2016,19:00:00,11.00453,V ugm-3,No data,null
06/04/2016,20:00:00,12.95193,V ugm-3,No data,null
06/04/2016,21:00:00,11.40567,V ugm-3,No data,null
06/04/2016,22:00:00,12.43842,V ugm-3,No data,null
06/04/2016,23:00:00,9.51421,V ugm-3,No data,null
06/04/2016,24:00:00,10.20271,V ugm-3,No data,null
07/04/2016,01:00:00,7.83551,V ugm-3,No data,null
07/04/2016,02:00:00,8.52465,V ugm-3,No data,null
07/04/2016,03:00:00,8.87161,V ugm-3,No data,null
07/04/2016,04:00:00,7.20152,V ugm-3,No data,null
07/04/2016,05:00:00,6.7975,V ugm-3,No data,null
07/04/2016,06:00:00,15.03464,V ugm-3,No data,null
07/04/2016,07:00:00,23.38701,V ugm-3,No data,null
07/04/2016,08:00:00,30.23854,V ugm-3,No data,null
07/04/2016,09:00:00,23.84553,V ugm-3,No data,null
07/04/2016,10:00:00,18.54551,V ugm-3,No data,null
07/04/2016,11:00:00,11.17378,V ugm-3,No data,null
07/04/2016,12:00:00,10.82858,V ugm-3,No data,null
07/04/2016,13:00:00,11.98133,V ugm-3,No data,null
07/04/2016,14:00:00,10.30981,V ugm-3,No data,null
07/04/2016,15:00:00,10.65549,V ugm-3,No data,null
07/04/2016,16:00:00,12.84578,V ugm-3,No data,null
07/04/2016,17:00:00,14.74585,V ugm-3,No data,null
07/04/2016,18:00:00,16.58998,V ugm-3,No data,null
07/04/2016,19:00:00,19.35593,V ugm-3,No data,null
07/04/2016,20:00:00,27.36262,V ugm-3,No data,null
07/04/2016,21:00:00,34.10035,V ugm-3,No data,null
07/04/2016,22:00:00,23.90816,V ugm-3,No data,null
07/04/2016,23:00:00,21.54575,V ugm-3,No data,null
07/04/2016,24:00:00,19.7021,V ugm-3,No data,null
08/04/2016,01:00:00,19.06826,V ugm-3,No data,null
08/04/2016,02:00:00,18.68321,V ugm-3,No data,null
08/04/2016,03:00:00,16.0956,V ugm-3,No data,null
08/04/2016,04:00:00,13.66386,V ugm-3,No data,null
08/04/2016,05:00:00,13.66481,V ugm-3,No data,null
08/04/2016,06:00:00,28.48717,V ugm-3,No data,null
08/04/2016,07:00:00,38.27199,V ugm-3,No data,null
08/04/2016,08:00:00,51.12638,V ugm-3,No data,null
08/04/2016,09:00:00,40.12568,V ugm-3,No data,null
08/04/2016,10:00:00,26.75014,V ugm-3,No data,null
08/04/2016,11:00:00,No data,V ugm-3,No data,null
08/04/2016,12:00:00,No data,V ugm-3,No data,null
08/04/2016,13:00:00,17.48551,V ugm-3,No data,null
08/04/2016,14:00:00,15.5754,V ugm-3,No data,null
08/04/2016,15:00:00,17.13887,V ugm-3,No data,null
08/04/2016,16:00:00,18.12381,V ugm-3,No data,null
08/04/2016,17:00:00,19.22254,V ugm-3,No data,null
08/04/2016,18:00:00,22.87111,V ugm-3,No data,null
08/04/2016,19:00:00,42.6148,V ugm-3,No data,null
08/04/2016,20:00:00,45.27796,V ugm-3,No data,null
08/04/2016,21:00:00,29.64518,V ugm-3,No data,null
08/04/2016,22:00:00,19.62751,V ugm-3,No data,null
08/04/2016,23:00:00,13.02795,V ugm-3,No data,null
08/04/2016,24:00:00,10.71191,V ugm-3,No data,null
09/04/2016,01:00:00,11.86069,V ugm-3,No data,null
09/04/2016,02:00:00,15.03926,V ugm-3,No data,null
09/04/2016,03:00:00,14.99974,V ugm-3,No data,null
09/04/2016,04:00:00,16.16302,V ugm-3,No data,null
09/04/2016,05:00:00,15.93065,V ugm-3,No data,null
09/04/2016,06:00:00,43.14026,V ugm-3,No data,null
09/04/2016,07:00:00,66.62863,V ugm-3,No data,null
09/04/2016,08:00:00,42.09269,V ugm-3,No data,null
09/04/2016,09:00:00,31.22108,V ugm-3,No data,null
09/04/2016,10:00:00,22.15105,V ugm-3,No data,null
09/04/2016,11:00:00,18.37243,V ugm-3,No data,null
09/04/2016,12:00:00,15.69732,V ugm-3,No data,null
09/04/2016,13:00:00,14.01145,V ugm-3,No data,null
09/04/2016,14:00:00,13.3722,V ugm-3,No data,null
09/04/2016,15:00:00,13.37268,V ugm-3,No data,null
09/04/2016,16:00:00,12.96532,V ugm-3,No data,null
09/04/2016,17:00:00,14.8257,V ugm-3,No data,null
09/04/2016,18:00:00,14.76785,V ugm-3,No data,null
09/04/2016,19:00:00,19.07002,V ugm-3,No data,null
09/04/2016,20:00:00,26.56988,V ugm-3,No data,null
09/04/2016,21:00:00,30.05876,V ugm-3,No data,null
09/04/2016,22:00:00,42.50005,V ugm-3,No data,null
09/04/2016,23:00:00,27.26747,V ugm-3,No data,null
09/04/2016,24:00:00,21.10539,V ugm-3,No data,null
10/04/2016,01:00:00,24.54056,V ugm-3,No data,null
10/04/2016,02:00:00,24.8523,V ugm-3,No data,null
10/04/2016,03:00:00,23.66432,V ugm-3,No data,null
10/04/2016,04:00:00,33.71403,V ugm-3,No data,null
10/04/2016,05:00:00,24.01431,V ugm-3,No data,null
10/04/2016,06:00:00,23.02076,V ugm-3,No data,null
10/04/2016,07:00:00,12.68083,V ugm-3,No data,null
10/04/2016,08:00:00,12.09656,V ugm-3,No data,null
10/04/2016,09:00:00,11.92157,V ugm-3,No data,null
10/04/2016,10:00:00,15.66242,V ugm-3,No data,null
10/04/2016,11:00:00,15.19481,V ugm-3,No data,null
10/04/2016,12:00:00,11.74658,V ugm-3,No data,null
10/04/2016,13:00:00,9.52568,V ugm-3,No data,null
10/04/2016,14:00:00,9.934,V ugm-3,No data,null
10/04/2016,15:00:00,11.3942,V ugm-3,No data,null
10/04/2016,16:00:00,11.57015,V ugm-3,No data,null
10/04/2016,17:00:00,12.2706,V ugm-3,No data,null
10/04/2016,18:00:00,10.3428,V ugm-3,No data,null
10/04/2016,19:00:00,11.62752,V ugm-3,No data,null
10/04/2016,20:00:00,18.6397,V ugm-3,No data,null
10/04/2016,21:00:00,19.57492,V ugm-3,No data,null
10/04/2016,22:00:00,20.04252,V ugm-3,No data,null
10/04/2016,23:00:00,18.46375,V ugm-3,No data,null
10/04/2016,24:00:00,15.65955,V ugm-3,No data,null
11/04/2016,01:00:00,15.89415,V ugm-3,No data,null
11/04/2016,02:00:00,16.8351,V ugm-3,No data,null
11/04/2016,03:00:00,17.67389,V ugm-3,No data,null
11/04/2016,04:00:00,20.08173,V ugm-3,No data,null
11/04/2016,05:00:00,17.96889,V ugm-3,No data,null
11/04/2016,06:00:00,31.35926,V ugm-3,No data,null
11/04/2016,07:00:00,36.70661,V ugm-3,No data,null
11/04/2016,08:00:00,48.58228,V ugm-3,No data,null
11/04/2016,09:00:00,44.83043,V ugm-3,No data,null
11/04/2016,10:00:00,48.00232,V ugm-3,No data,null
11/04/2016,11:00:00,47.36402,V ugm-3,No data,null
11/04/2016,12:00:00,42.07691,V ugm-3,No data,null
11/04/2016,13:00:00,37.02122,V ugm-3,No data,null
11/04/2016,14:00:00,31.49409,V ugm-3,No data,null
11/04/2016,15:00:00,25.19958,V ugm-3,No data,null
11/04/2016,16:00:00,31.90672,V ugm-3,No data,null
11/04/2016,17:00:00,32.72813,V ugm-3,No data,null
11/04/2016,18:00:00,38.59855,V ugm-3,No data,null
11/04/2016,19:00:00,27.77619,V ugm-3,No data,null
11/04/2016,20:00:00,68.73095,V ugm-3,No data,null
11/04/2016,21:00:00,79.77181,V ugm-3,No data,null
11/04/2016,22:00:00,72.49044,V ugm-3,No data,null
11/04/2016,23:00:00,60.75917,V ugm-3,No data,null
11/04/2016,24:00:00,49.45534,V ugm-3,No data,null
12/04/2016,01:00:00,44.85705,V ugm-3,No data,null
12/04/2016,02:00:00,44.72063,V ugm-3,No data,null
12/04/2016,03:00:00,38.43169,V ugm-3,No data,null
12/04/2016,04:00:00,33.17183,V ugm-3,No data,null
12/04/2016,05:00:00,32.46182,V ugm-3,No data,null
12/04/2016,06:00:00,39.02743,V ugm-3,No data,null
12/04/2016,07:00:00,39.50317,V ugm-3,No data,null
12/04/2016,08:00:00,46.04392,V ugm-3,No data,null
12/04/2016,09:00:00,58.53876,V ugm-3,No data,null
12/04/2016,10:00:00,39.51655,V ugm-3,No data,null
12/04/2016,11:00:00,33.89572,V ugm-3,No data,null
12/04/2016,12:00:00,33.77475,V ugm-3,No data,null
12/04/2016,13:00:00,26.68129,V ugm-3,No data,null
12/04/2016,14:00:00,26.56367,V ugm-3,No data,null
12/04/2016,15:00:00,13.75374,V ugm-3,No data,null
12/04/2016,16:00:00,14.22326,V ugm-3,No data,null
12/04/2016,17:00:00,17.82163,V ugm-3,No data,null
12/04/2016,18:00:00,23.25026,V ugm-3,No data,null
12/04/2016,19:00:00,30.91939,V ugm-3,No data,null
12/04/2016,20:00:00,33.28133,V ugm-3,No data,null
12/04/2016,21:00:00,63.55668,V ugm-3,No data,null
12/04/2016,22:00:00,60.24949,V ugm-3,No data,null
12/04/2016,23:00:00,73.38119,V ugm-3,No data,null
12/04/2016,24:00:00,81.12825,V ugm-3,No data,null
13/04/2016,01:00:00,72.83565,V ugm-3,No data,null
13/04/2016,02:00:00,69.70807,V ugm-3,No data,null
13/04/2016,03:00:00,55.5433,V ugm-3,No data,null
13/04/2016,04:00:00,52.86628,V ugm-3,No data,null
13/04/2016,05:00:00,42.06018,V ugm-3,No data,null
13/04/2016,06:00:00,41.35351,V ugm-3,No data,null
13/04/2016,07:00:00,49.75417,V ugm-3,No data,null
13/04/2016,08:00:00,59.79288,V ugm-3,No data,null
13/04/2016,09:00:00,60.23228,V ugm-3,No data,null
13/04/2016,10:00:00,54.80078,V ugm-3,No data,null
13/04/2016,11:00:00,49.08431,V ugm-3,No data,null
13/04/2016,12:00:00,41.21963,V ugm-3,No data,null
13/04/2016,13:00:00,38.93802,V ugm-3,No data,null
13/04/2016,14:00:00,42.85291,V ugm-3,No data,null
13/04/2016,15:00:00,40.34945,V ugm-3,No data,null
13/04/2016,16:00:00,31.61602,V ugm-3,No data,null
13/04/2016,17:00:00,35.40755,V ugm-3,No data,null
13/04/2016,18:00:00,42.16489,V ugm-3,No data,null
13/04/2016,19:00:00,25.43816,V ugm-3,No data,null
13/04/2016,20:00:00,36.7659,V ugm-3,No data,null
13/04/2016,21:00:00,78.88776,V ugm-3,No data,null
13/04/2016,22:00:00,30.95142,V ugm-3,No data,null
13/04/2016,23:00:00,No data,V ugm-3,No data,null
13/04/2016,24:00:00,9.13219,V ugm-3,No data,null
14/04/2016,01:00:00,9.1392,V ugm-3,No data,null
14/04/2016,02:00:00,29.48438,V ugm-3,No data,null
14/04/2016,03:00:00,27.65045,V ugm-3,No data,null
14/04/2016,04:00:00,17.57827,V ugm-3,No data,null
14/04/2016,05:00:00,21.5118,V ugm-3,No data,null
14/04/2016,06:00:00,37.54477,V ugm-3,No data,null
14/04/2016,07:00:00,51.40991,V ugm-3,No data,null
14/04/2016,08:00:00,44.25334,V ugm-3,No data,null
14/04/2016,09:00:00,34.31121,V ugm-3,No data,null
14/04/2016,10:00:00,18.07169,V ugm-3,No data,null
14/04/2016,11:00:00,13.59453,V ugm-3,No data,null
14/04/2016,12:00:00,15.98228,V ugm-3,No data,null
14/04/2016,13:00:00,15.38367,V ugm-3,No data,null
14/04/2016,14:00:00,11.56489,V ugm-3,No data,null
14/04/2016,15:00:00,10.01433,V ugm-3,No data,null
14/04/2016,16:00:00,11.6237,V ugm-3,No data,null
14/04/2016,17:00:00,19.42622,V ugm-3,No data,null
14/04/2016,18:00:00,15.61365,V ugm-3,No data,null
14/04/2016,19:00:00,15.90865,V ugm-3,No data,null
14/04/2016,20:00:00,21.51132,V ugm-3,No data,null
14/04/2016,21:00:00,16.50631,V ugm-3,No data,null
14/04/2016,22:00:00,12.87017,V ugm-3,No data,null
14/04/2016,23:00:00,9.89097,V ugm-3,No data,null
14/04/2016,24:00:00,17.8857,V ugm-3,No data,null
15/04/2016,01:00:00,17.86721,V ugm-3,No data,null
15/04/2016,02:00:00,17.95519,V ugm-3,No data,null
15/04/2016,03:00:00,18.60432,V ugm-3,No data,null
15/04/2016,04:00:00,12.15059,V ugm-3,No data,null
15/04/2016,05:00:00,14.35953,V ugm-3,No data,null
15/04/2016,06:00:00,20.34231,V ugm-3,No data,null
15/04/2016,07:00:00,28.00426,V ugm-3,No data,null
15/04/2016,08:00:00,41.08146,V ugm-3,No data,null
15/04/2016,09:00:00,31.60741,V ugm-3,No data,null
15/04/2016,10:00:00,22.98873,V ugm-3,No data,null
15/04/2016,11:00:00,18.80418,V ugm-3,No data,null
15/04/2016,12:00:00,17.42766,V ugm-3,No data,null
15/04/2016,13:00:00,12.93902,V ugm-3,No data,null
15/04/2016,14:00:00,13.17234,V ugm-3,No data,null
15/04/2016,15:00:00,19.09344,V ugm-3,No data,null
15/04/2016,16:00:00,26.3925,V ugm-3,No data,null
15/04/2016,17:00:00,26.93661,V ugm-3,No data,null
15/04/2016,18:00:00,19.38893,V ugm-3,No data,null
15/04/2016,19:00:00,16.63349,V ugm-3,No data,null
15/04/2016,20:00:00,18.91558,V ugm-3,No data,null
15/04/2016,21:00:00,15.49603,V ugm-3,No data,null
15/04/2016,22:00:00,15.91343,V ugm-3,No data,null
15/04/2016,23:00:00,15.55436,V ugm-3,No data,null
15/04/2016,24:00:00,16.09273,V ugm-3,No data,null
16/04/2016,01:00:00,19.79948,V ugm-3,No data,null
16/04/2016,02:00:00,13.62784,V ugm-3,No data,null
16/04/2016,03:00:00,13.28853,V ugm-3,No data,null
16/04/2016,04:00:00,14.79128,V ugm-3,No data,null
16/04/2016,05:00:00,11.30335,V ugm-3,No data,null
16/04/2016,06:00:00,22.50343,V ugm-3,No data,null
16/04/2016,07:00:00,20.98873,V ugm-3,No data,null
16/04/2016,08:00:00,15.10014,V ugm-3,No data,null
16/04/2016,09:00:00,15.34494,V ugm-3,No data,null
16/04/2016,10:00:00,12.27777,V ugm-3,No data,null
16/04/2016,11:00:00,9.99138,V ugm-3,No data,null
16/04/2016,12:00:00,10.71143,V ugm-3,No data,null
16/04/2016,13:00:00,10.05162,V ugm-3,No data,null
16/04/2016,14:00:00,11.73462,V ugm-3,No data,null
16/04/2016,15:00:00,9.74658,V ugm-3,No data,null
16/04/2016,16:00:00,16.36048,V ugm-3,No data,null
16/04/2016,17:00:00,14.13385,V ugm-3,No data,null
16/04/2016,18:00:00,15.81398,V ugm-3,No data,null
16/04/2016,19:00:00,14.91224,V ugm-3,No data,null
16/04/2016,20:00:00,14.54839,V ugm-3,No data,null
16/04/2016,21:00:00,19.17855,V ugm-3,No data,null
16/04/2016,22:00:00,20.56224,V ugm-3,No data,null
16/04/2016,23:00:00,23.20962,V ugm-3,No data,null
16/04/2016,24:00:00,30.80225,V ugm-3,No data,null
17/04/2016,01:00:00,28.52366,V ugm-3,No data,null
17/04/2016,02:00:00,30.53944,V ugm-3,No data,null
17/04/2016,03:00:00,26.6483,V ugm-3,No data,null
17/04/2016,04:00:00,20.11902,V ugm-3,No data,null
17/04/2016,05:00:00,17.22063,V ugm-3,No data,null
17/04/2016,06:00:00,21.03272,V ugm-3,No data,null
17/04/2016,07:00:00,22.42789,V ugm-3,No data,null
17/04/2016,08:00:00,20.20269,V ugm-3,No data,null
17/04/2016,09:00:00,11.12645,V ugm-3,No data,null
17/04/2016,10:00:00,9.98086,V ugm-3,No data,null
17/04/2016,11:00:00,12.16159,V ugm-3,No data,null
17/04/2016,12:00:00,15.55341,V ugm-3,No data,null
17/04/2016,13:00:00,26.30644,V ugm-3,No data,null
17/04/2016,14:00:00,11.05999,V ugm-3,No data,null
17/04/2016,15:00:00,11.24359,V ugm-3,No data,null
17/04/2016,16:00:00,10.0368,V ugm-3,No data,null
17/04/2016,17:00:00,13.90101,V ugm-3,No data,null
17/04/2016,18:00:00,10.03154,V ugm-3,No data,null
17/04/2016,19:00:00,11.47978,V ugm-3,No data,null
17/04/2016,20:00:00,15.10206,V ugm-3,No data,null
17/04/2016,21:00:00,16.73246,V ugm-3,No data,null
17/04/2016,22:00:00,22.9543,V ugm-3,No data,null
17/04/2016,23:00:00,28.0296,V ugm-3,No data,null
17/04/2016,24:00:00,24.84529,V ugm-3,No data,null
18/04/2016,01:00:00,15.78131,V ugm-3,No data,null
18/04/2016,02:00:00,19.10269,V ugm-3,No data,null
18/04/2016,03:00:00,18.63444,V ugm-3,No data,null
18/04/2016,04:00:00,23.91677,V ugm-3,No data,null
18/04/2016,05:00:00,26.95621,V ugm-3,No data,null
18/04/2016,06:00:00,41.42714,V ugm-3,No data,null
18/04/2016,07:00:00,62.53301,V ugm-3,No data,null
18/04/2016,08:00:00,81.21336,V ugm-3,No data,null
18/04/2016,09:00:00,70.60663,V ugm-3,No data,null
18/04/2016,10:00:00,39.09054,V ugm-3,No data,null
18/04/2016,11:00:00,23.01885,V ugm-3,No data,null
18/04/2016,12:00:00,22.95861,V ugm-3,No data,null
18/04/2016,13:00:00,17.43674,V ugm-3,No data,null
18/04/2016,14:00:00,15.67485,V ugm-3,No data,null
18/04/2016,15:00:00,15.97559,V ugm-3,No data,null
18/04/2016,16:00:00,24.2395,V ugm-3,No data,null
18/04/2016,17:00:00,20.95048,V ugm-3,No data,null
18/04/2016,18:00:00,31.00593,V ugm-3,No data,null
18/04/2016,19:00:00,14.62967,V ugm-3,No data,null
18/04/2016,20:00:00,19.49029,V ugm-3,No data,null
18/04/2016,21:00:00,16.02293,V ugm-3,No data,null
18/04/2016,22:00:00,15.90387,V ugm-3,No data,null
18/04/2016,23:00:00,14.80992,V ugm-3,No data,null
18/04/2016,24:00:00,18.58328,V ugm-3,No data,null
19/04/2016,01:00:00,8.21482,V ugm-3,No data,null
19/04/2016,02:00:00,10.82348,V ugm-3,No data,null
19/04/2016,03:00:00,10.73725,V ugm-3,No data,null
19/04/2016,04:00:00,12.07792,V ugm-3,No data,null
19/04/2016,05:00:00,13.90818,V ugm-3,No data,null
19/04/2016,06:00:00,23.85557,V ugm-3,No data,null
19/04/2016,07:00:00,43.60787,V ugm-3,No data,null
19/04/2016,08:00:00,48.4135,V ugm-3,No data,null
19/04/2016,09:00:00,39.73649,V ugm-3,No data,null
19/04/2016,10:00:00,20.65596,V ugm-3,No data,null
19/04/2016,11:00:00,17.84076,V ugm-3,No data,null
19/04/2016,12:00:00,16.12046,V ugm-3,No data,null
19/04/2016,13:00:00,9.03513,V ugm-3,No data,null
19/04/2016,14:00:00,10.01242,V ugm-3,No data,null
19/04/2016,15:00:00,9.5209,V ugm-3,No data,null
19/04/2016,16:00:00,10.98779,V ugm-3,No data,null
19/04/2016,17:00:00,12.3887,V ugm-3,No data,null
19/04/2016,18:00:00,14.70808,V ugm-3,No data,null
19/04/2016,19:00:00,15.85463,V ugm-3,No data,null
19/04/2016,20:00:00,45.31908,V ugm-3,No data,null
19/04/2016,21:00:00,37.68342,V ugm-3,No data,null
19/04/2016,22:00:00,52.33174,V ugm-3,No data,null
19/04/2016,23:00:00,34.3901,V ugm-3,No data,null
19/04/2016,24:00:00,27.99661,V ugm-3,No data,null
20/04/2016,01:00:00,19.20851,V ugm-3,No data,null
20/04/2016,02:00:00,25.49044,V ugm-3,No data,null
20/04/2016,03:00:00,21.99518,V ugm-3,No data,null
20/04/2016,04:00:00,15.01217,V ugm-3,No data,null
20/04/2016,05:00:00,27.64232,V ugm-3,No data,null
20/04/2016,06:00:00,35.6184,V ugm-3,No data,null
